id_course,id_chauffeur,id_client,date_heure_demande,jour_semaine,heure,est_weekend,est_pointe,depart,arrivee,distance_km,tarif_estime,multiplicateur_tarif,moyen_paiement,statut_course,nb_courses_client_mois,derniere_course_il_y_a_jours,segment_client,nb_courses_chauffeur_mois,note_chauffeur,segment_chauffeur,incitation,points_gagnes,points_utilises_reduction,cout_incitation,recette_course,revenu_net,revenu_moyen_segment,hausse_revenu_positive
C00518,CH0227,CL0095,2025-03-15 04:47:00,sam,4,1,0,Calavi Tokpa,Calavi Kpota,6.32,1857.0,1.0,portefeuille,terminee,20,18,nouveau_client,144,4.19,faible_activite,remise_bienvenue,0,0,371.4,1817.88,1446.48,1200.0,1
C00519,CH0259,CL0549,2025-03-31 02:30:00,lun,2,0,0,Cadjehoun,Cadjehoun,4.79,1224.0,1.0,carte,terminee,17,51,inactif,234,4.26,intermediaire,points_gowin,61,11,11.0,1314.83,1303.83,800.0,1
C00520,CH0219,CL0742,2025-01-14 18:54:00,mar,18,0,1,Calavi Tokpa,Calavi Tokpa,3.05,730.0,1.2,carte,terminee,17,33,inactif,111,4.66,faible_activite,prime_objectif,0,0,300.0,958.93,658.93,800.0,0
C00521,CH0281,CL0196,2025-02-23 17:19:00,dim,17,1,1,Gbodjè,Calavi Tokpa,2.49,657.0,1.2,cash,terminee,37,31,regulier,260,4.5,intermediaire,aucune,0,0,0.0,812.15,812.15,2000.0,0
C00522,CH0229,CL0053,2025-02-04 12:43:00,mar,12,0,0,Zopah,Akpakpa,18.72,5487.0,1.0,cash,terminee,24,28,nouveau_client,283,4.43,intermediaire,remise_bienvenue,0,0,1000.0,5645.67,4645.67,1200.0,1
C00523,CH0082,CL0275,2025-03-29 13:00:00,sam,13,1,0,Zopah,Cadjehoun,8.19,2337.0,1.0,cash,annulee,0,20,nouveau_client,214,4.33,intermediaire,prime_objectif,0,0,300.0,0.0,-300.0,1200.0,0
C00524,CH0244,CL0387,2025-03-18 00:58:00,mar,0,0,0,Gbodjè,Fidjrossè,5.24,1205.0,1.1,portefeuille,terminee,24,34,inactif,245,4.34,intermediaire,aucune,0,0,0.0,1332.28,1332.28,800.0,1
C00525,CH0231,CL0690,2025-03-17 16:47:00,lun,16,0,0,Agla,Sainte-Rita,5.46,1512.0,1.1,portefeuille,terminee,19,41,inactif,265,4.49,intermediaire,aucune,0,0,0.0,1686.22,1686.22,800.0,1
C00526,CH0133,CL0620,2025-02-12 10:22:00,mer,10,0,0,Fidjrossè,Cadjehoun,3.52,943.0,1.1,carte,terminee,20,4,nouveau_client,249,4.46,intermediaire,aucune,0,0,0.0,1060.44,1060.44,1200.0,0
C00527,CH0127,CL0618,2025-02-07 14:00:00,ven,14,0,0,Menontin,Agla,4.75,1392.0,1.1,portefeuille,terminee,2,11,nouveau_client,236,4.5,intermediaire,remise_bienvenue,0,0,306.24,1489.57,1183.33,1200.0,0
C00528,CH0142,CL0041,2025-01-25 20:33:00,sam,20,1,0,Haie Vive,Sainte-Rita,3.27,766.0,1.0,cash,terminee,22,6,nouveau_client,506,4.37,performant,aucune,0,0,0.0,769.61,769.61,1200.0,0
C00529,CH0267,CL0075,2025-01-06 07:46:00,lun,7,0,1,Akpakpa,Calavi Kpota,2.08,551.0,1.3,portefeuille,terminee,0,40,inactif,285,4.3,intermediaire,points_gowin,35,22,22.0,768.17,746.17,800.0,0
C00530,CH0249,CL0193,2025-03-20 01:48:00,jeu,1,0,0,Sainte-Rita,Menontin,4.88,1420.0,1.1,carte,terminee,16,1,nouveau_client,472,4.5,performant,remise_bienvenue,0,0,312.4,1526.64,1214.2400000000002,1200.0,0
C00531,CH0123,CL0780,2025-03-15 09:51:00,sam,9,1,1,Calavi Kpota,Agla,3.09,790.0,1.2,portefeuille,terminee,21,24,nouveau_client,216,4.69,intermediaire,aucune,0,0,0.0,1004.39,1004.39,1200.0,0
C00532,CH0141,CL0602,2025-04-01 05:23:00,mar,5,0,0,Fidjrossè,Sainte-Rita,5.04,1316.0,1.1,portefeuille,terminee,21,9,nouveau_client,235,4.35,intermediaire,remise_bienvenue,0,0,289.52,1516.71,1227.19,1200.0,0
C00533,CH0226,CL0742,2025-03-31 22:44:00,lun,22,0,0,Menontin,Gbodjè,5.66,1303.0,1.0,carte,terminee,32,37,regulier,477,3.78,performant,points_gowin,65,9,9.0,1249.05,1240.05,2000.0,0
C00534,CH0040,CL0688,2025-02-20 05:43:00,jeu,5,0,0,Haie Vive,Zopah,5.21,1281.0,1.0,carte,terminee,16,43,inactif,566,4.09,performant,points_gowin,64,28,28.0,1221.26,1193.26,800.0,1
C00535,CH0147,CL0573,2025-03-11 11:00:00,mar,11,0,0,Cadjehoun,Menontin,1.97,491.0,1.1,portefeuille,terminee,22,5,nouveau_client,228,4.82,intermediaire,aucune,0,0,0.0,541.66,541.66,1200.0,0
C00536,CH0121,CL0223,2025-03-27 06:41:00,jeu,6,0,0,Fidjrossè,Cadjehoun,2.87,849.0,1.1,cash,terminee,20,26,nouveau_client,246,4.8,intermediaire,points_gowin,46,13,13.0,984.17,971.17,1200.0,0
C00537,CH0140,CL0491,2025-03-18 17:14:00,mar,17,0,1,Fidjrossè,Calavi Tokpa,3.13,771.0,1.2,cash,terminee,28,34,inactif,490,4.69,performant,prime_objectif,0,0,300.0,924.8,624.8,800.0,0
C00538,CH0172,CL0214,2025-01-23 12:16:00,jeu,12,0,0,Jéricho,Gbodjè,7.04,1827.0,1.1,cash,terminee,49,9,regulier,260,4.65,intermediaire,aucune,0,0,0.0,2110.51,2110.51,2000.0,1
C00539,CH0164,CL0341,2025-02-10 19:10:00,lun,19,0,1,Gbodjè,Akpakpa,6.81,1875.0,1.3,cash,terminee,25,8,nouveau_client,224,4.81,intermediaire,remise_bienvenue,0,0,487.5,2558.93,2071.43,1200.0,1
C00540,CH0277,CL0311,2025-01-12 20:59:00,dim,20,1,0,Sainte-Rita,Jéricho,2.32,550.0,1.0,portefeuille,terminee,21,19,nouveau_client,247,4.4,intermediaire,aucune,0,0,0.0,589.04,589.04,1200.0,0
C00541,CH0042,CL0016,2025-03-28 02:45:00,ven,2,0,0,Calavi Kpota,Calavi Kpota,1.53,400.0,1.1,portefeuille,terminee,20,36,inactif,269,4.54,intermediaire,points_gowin,22,8,8.0,424.57,416.57,800.0,0
C00542,CH0071,CL0217,2025-02-24 19:20:00,lun,19,0,1,Sainte-Rita,Calavi Kpota,14.85,4164.0,1.3,carte,terminee,24,34,inactif,233,4.27,intermediaire,aucune,0,0,0.0,5611.16,5611.16,800.0,1
C00543,CH0078,CL0195,2025-01-21 19:52:00,mar,19,0,1,Agla,Sainte-Rita,5.08,1473.0,1.3,carte,terminee,28,36,inactif,249,4.45,intermediaire,points_gowin,95,44,44.0,1837.11,1793.11,800.0,1
C00544,CH0119,CL0760,2025-03-02 16:52:00,dim,16,1,0,Akpakpa,Haie Vive,1.39,378.0,1.0,portefeuille,terminee,2,39,inactif,260,5.0,intermediaire,points_gowin,18,0,0.0,369.08,369.08,800.0,0
C00545,CH0197,CL0121,2025-02-25 21:09:00,mar,21,0,0,Calavi Tokpa,Zopah,2.58,710.0,1.0,cash,terminee,16,7,nouveau_client,232,4.25,intermediaire,aucune,0,0,0.0,709.17,709.17,1200.0,0
C00546,CH0079,CL0765,2025-02-02 11:37:00,dim,11,1,0,Menontin,Akpakpa,7.23,1695.0,1.0,carte,annulee,21,45,inactif,278,4.15,intermediaire,points_gowin,84,41,41.0,0.0,-41.0,800.0,0
C00547,CH0110,CL0773,2025-01-11 11:17:00,sam,11,1,0,Agla,Fidjrossè,12.66,3747.0,1.0,carte,terminee,8,55,inactif,267,4.44,intermediaire,aucune,0,0,0.0,3957.24,3957.24,800.0,1
C00548,CH0033,CL0491,2025-03-02 16:35:00,dim,16,1,0,Jéricho,Akpakpa,11.37,2671.0,1.0,portefeuille,annulee,25,53,inactif,239,4.38,intermediaire,aucune,0,0,0.0,0.0,0.0,800.0,0
C00549,CH0213,CL0249,2025-02-17 01:51:00,lun,1,0,0,Agla,Menontin,4.94,1399.0,1.1,portefeuille,terminee,18,30,inactif,567,4.58,performant,prime_objectif,0,0,300.0,1686.76,1386.76,800.0,1
C00550,CH0209,CL0713,2025-03-11 18:12:00,mar,18,0,1,Zopah,Menontin,3.84,940.0,1.3,cash,terminee,22,48,inactif,133,4.74,faible_activite,aucune,0,0,0.0,1223.68,1223.68,800.0,1
C00551,CH0170,CL0619,2025-02-17 01:33:00,lun,1,0,0,Menontin,Agla,1.84,543.0,1.1,portefeuille,terminee,4,42,inactif,255,4.39,intermediaire,points_gowin,29,9,9.0,614.13,605.13,800.0,0
C00552,CH0278,CL0721,2025-03-18 22:42:00,mar,22,0,0,Akpakpa,Haie Vive,4.06,1133.0,1.0,carte,terminee,19,57,inactif,231,5.0,intermediaire,aucune,0,0,0.0,1120.38,1120.38,800.0,1
C00553,CH0239,CL0210,2025-02-19 22:07:00,mer,22,0,0,Cadjehoun,Jéricho,2.01,566.0,1.0,carte,terminee,15,15,nouveau_client,245,4.87,intermediaire,remise_bienvenue,0,0,113.2,595.05,481.84999999999997,1200.0,0
C00554,CH0213,CL0407,2025-02-20 17:37:00,jeu,17,0,1,Zopah,Calavi Kpota,2.89,698.0,1.2,cash,terminee,13,27,nouveau_client,234,4.27,intermediaire,aucune,0,0,0.0,841.78,841.78,1200.0,0
C00555,CH0032,CL0246,2025-03-21 03:34:00,ven,3,0,0,Zopah,Gbodjè,6.58,1699.0,1.0,cash,terminee,12,5,nouveau_client,225,4.48,intermediaire,remise_bienvenue,0,0,339.8,1736.78,1396.98,1200.0,1
C00556,CH0106,CL0566,2025-02-06 13:31:00,jeu,13,0,0,Gbodjè,Cadjehoun,3.26,885.0,1.0,cash,terminee,20,31,inactif,224,4.66,intermediaire,points_gowin,44,8,8.0,916.13,908.13,800.0,1
C00557,CH0216,CL0330,2025-01-13 07:28:00,lun,7,0,1,Menontin,Sainte-Rita,3.12,882.0,1.3,portefeuille,terminee,12,27,nouveau_client,225,4.25,intermediaire,remise_bienvenue,0,0,229.32,1207.3,977.98,1200.0,0
C00558,CH0200,CL0795,2025-01-03 20:10:00,ven,20,0,0,Zopah,Akpakpa,3.71,864.0,1.0,portefeuille,terminee,22,10,nouveau_client,247,3.88,intermediaire,remise_bienvenue,0,0,172.8,828.58,655.78,1200.0,0
C00559,CH0300,CL0290,2025-03-10 05:05:00,lun,5,0,0,Gbodjè,Fidjrossè,16.21,4817.0,1.0,cash,terminee,17,41,inactif,233,5.0,intermediaire,points_gowin,240,112,112.0,4977.09,4865.09,800.0,1
C00560,CH0011,CL0390,2025-02-26 01:52:00,mer,1,0,0,Cadjehoun,Haie Vive,1.71,499.0,1.0,carte,terminee,28,22,nouveau_client,245,4.17,intermediaire,remise_bienvenue,0,0,99.8,506.32,406.52,1200.0,0
C00561,CH0295,CL0478,2025-03-05 14:48:00,mer,14,0,0,Calavi Kpota,Akpakpa,4.61,1131.0,1.0,carte,terminee,24,29,nouveau_client,277,4.76,intermediaire,remise_bienvenue,0,0,226.2,1097.14,870.94,1200.0,0
C00562,CH0195,CL0547,2025-01-20 10:00:00,lun,10,0,0,Sainte-Rita,Sainte-Rita,10.75,3082.0,1.0,portefeuille,terminee,24,8,nouveau_client,254,4.71,intermediaire,remise_bienvenue,0,0,616.4,3024.08,2407.68,1200.0,1
C00563,CH0245,CL0665,2025-01-13 12:33:00,lun,12,0,0,Menontin,Akpakpa,3.7,976.0,1.1,carte,annulee,16,27,nouveau_client,245,4.26,intermediaire,aucune,0,0,0.0,0.0,0.0,1200.0,0
C00564,CH0004,CL0368,2025-01-02 13:24:00,jeu,13,0,0,Haie Vive,Gbodjè,8.1,2103.0,1.0,portefeuille,terminee,1,23,nouveau_client,276,5.0,intermediaire,remise_bienvenue,0,0,420.6,2276.67,1856.0700000000002,1200.0,1
C00565,CH0181,CL0316,2025-02-01 19:16:00,sam,19,1,1,Agla,Menontin,1.46,363.0,1.3,carte,terminee,21,58,inactif,273,4.52,intermediaire,aucune,0,0,0.0,510.01,510.01,800.0,0
C00566,CH0153,CL0268,2025-02-23 08:13:00,dim,8,1,1,Gbodjè,Menontin,3.34,897.0,1.2,portefeuille,terminee,14,27,nouveau_client,239,4.54,intermediaire,remise_bienvenue,0,0,215.28,1027.96,812.6800000000001,1200.0,0
C00567,CH0200,CL0369,2025-02-05 13:14:00,mer,13,0,0,Calavi Tokpa,Jéricho,2.16,604.0,1.1,portefeuille,terminee,17,23,nouveau_client,274,4.04,intermediaire,remise_bienvenue,0,0,132.88,699.89,567.01,1200.0,0
C00568,CH0215,CL0526,2025-02-09 14:56:00,dim,14,1,0,Cadjehoun,Sainte-Rita,3.67,939.0,1.0,carte,terminee,31,14,regulier,482,3.87,performant,prime_objectif,0,0,300.0,970.11,670.11,2000.0,0
C00569,CH0276,CL0510,2025-03-23 14:58:00,dim,14,1,0,Akpakpa,Zopah,3.72,1013.0,1.1,carte,terminee,14,38,inactif,253,4.43,intermediaire,points_gowin,55,29,29.0,1215.67,1186.67,800.0,1
C00570,CH0280,CL0478,2025-02-01 14:13:00,sam,14,1,0,Calavi Tokpa,Jéricho,3.99,1107.0,1.0,portefeuille,terminee,1,49,inactif,235,4.89,intermediaire,aucune,0,0,0.0,1202.42,1202.42,800.0,1
C00571,CH0113,CL0101,2025-02-16 12:13:00,dim,12,1,0,Fidjrossè,Akpakpa,6.54,1820.0,1.1,carte,terminee,15,32,inactif,244,3.94,intermediaire,prime_objectif,0,0,300.0,2075.94,1775.94,800.0,1
C00572,CH0250,CL0740,2025-03-12 18:41:00,mer,18,0,1,Sainte-Rita,Calavi Tokpa,0.75,172.0,1.5,cash,terminee,60,46,regulier,237,4.54,intermediaire,remise_bienvenue,0,0,51.6,250.48,198.88,2000.0,0
C00573,CH0113,CL0481,2025-02-05 22:31:00,mer,22,0,0,Calavi Kpota,Calavi Kpota,2.5,724.0,1.1,portefeuille,terminee,27,33,inactif,407,4.52,performant,prime_objectif,0,0,300.0,811.51,511.51,800.0,0
C00574,CH0140,CL0780,2025-02-26 05:42:00,mer,5,0,0,Cadjehoun,Zopah,4.41,1144.0,1.0,carte,terminee,19,21,nouveau_client,260,4.87,intermediaire,aucune,0,0,0.0,1211.24,1211.24,1200.0,0
C00575,CH0224,CL0328,2025-03-19 20:42:00,mer,20,0,0,Calavi Kpota,Sainte-Rita,0.96,235.0,1.0,carte,terminee,12,28,nouveau_client,62,4.8,faible_activite,aucune,0,0,0.0,256.8,256.8,1200.0,0
C00576,CH0249,CL0209,2025-03-27 16:57:00,jeu,16,0,0,Cadjehoun,Calavi Kpota,5.7,1386.0,1.0,carte,terminee,22,33,inactif,254,4.54,intermediaire,aucune,0,0,0.0,1392.34,1392.34,800.0,1
C00577,CH0015,CL0380,2025-01-14 11:40:00,mar,11,0,0,Calavi Tokpa,Gbodjè,2.47,645.0,1.0,cash,terminee,18,41,inactif,234,4.47,intermediaire,aucune,0,0,0.0,688.67,688.67,800.0,0
C00578,CH0200,CL0321,2025-03-25 15:25:00,mar,15,0,0,Haie Vive,Sainte-Rita,3.38,985.0,1.1,portefeuille,terminee,16,51,inactif,223,4.28,intermediaire,aucune,0,0,0.0,1140.38,1140.38,800.0,1
C00579,CH0173,CL0424,2025-02-14 12:58:00,ven,12,0,0,Calavi Tokpa,Zopah,6.73,1705.0,1.0,cash,annulee,17,46,inactif,252,4.16,intermediaire,aucune,0,0,0.0,0.0,0.0,800.0,0
C00580,CH0208,CL0047,2025-01-24 11:48:00,ven,11,0,0,Cadjehoun,Zopah,8.33,2343.0,1.0,carte,terminee,29,9,nouveau_client,148,4.31,faible_activite,aucune,0,0,0.0,2253.37,2253.37,1200.0,1
C00581,CH0085,CL0577,2025-02-11 13:43:00,mar,13,0,0,Cadjehoun,Haie Vive,5.81,1349.0,1.0,cash,annulee,32,50,regulier,244,4.17,intermediaire,aucune,0,0,0.0,0.0,0.0,2000.0,0
C00582,CH0240,CL0227,2025-03-30 10:52:00,dim,10,1,0,Gbodjè,Fidjrossè,1.67,435.0,1.0,cash,terminee,25,53,inactif,269,4.47,intermediaire,points_gowin,21,10,10.0,449.66,439.66,800.0,0
C00583,CH0066,CL0760,2025-02-14 14:03:00,ven,14,0,0,Haie Vive,Akpakpa,5.63,1685.0,1.0,portefeuille,terminee,18,59,inactif,72,4.49,faible_activite,aucune,0,0,0.0,1647.13,1647.13,800.0,1
C00584,CH0274,CL0150,2025-01-30 20:06:00,jeu,20,0,0,Akpakpa,Agla,5.87,1660.0,1.1,portefeuille,annulee,21,59,inactif,279,4.42,intermediaire,aucune,0,0,0.0,0.0,0.0,800.0,0
C00585,CH0014,CL0017,2025-02-27 06:08:00,jeu,6,0,0,Jéricho,Calavi Tokpa,5.16,1242.0,1.0,carte,terminee,1,44,inactif,221,4.53,intermediaire,prime_objectif,0,0,300.0,1307.25,1007.25,800.0,1
C00586,CH0202,CL0268,2025-01-22 20:42:00,mer,20,0,0,Akpakpa,Calavi Kpota,9.18,2411.0,1.0,cash,terminee,60,29,regulier,232,4.36,intermediaire,aucune,0,0,0.0,2511.09,2511.09,2000.0,1
C00587,CH0289,CL0567,2025-01-08 01:51:00,mer,1,0,0,Haie Vive,Haie Vive,4.05,982.0,1.0,portefeuille,terminee,19,55,inactif,262,4.75,intermediaire,points_gowin,49,11,11.0,1076.23,1065.23,800.0,1
C00588,CH0014,CL0599,2025-01-12 20:22:00,dim,20,1,0,Sainte-Rita,Haie Vive,8.96,2291.0,1.0,cash,annulee,26,10,nouveau_client,464,4.57,performant,points_gowin,114,47,47.0,0.0,-47.0,1200.0,0
C00589,CH0043,CL0594,2025-01-12 18:34:00,dim,18,1,1,Fidjrossè,Calavi Tokpa,8.93,2532.0,1.2,cash,terminee,21,53,inactif,591,4.35,performant,points_gowin,151,102,102.0,3312.79,3210.79,800.0,1
C00590,CH0220,CL0738,2025-01-14 22:06:00,mar,22,0,0,Jéricho,Akpakpa,5.98,1691.0,1.0,portefeuille,terminee,17,33,inactif,595,4.15,performant,points_gowin,84,37,37.0,1608.83,1571.83,800.0,1
C00591,CH0070,CL0428,2025-01-13 17:52:00,lun,17,0,1,Gbodjè,Akpakpa,4.66,1128.0,1.3,portefeuille,terminee,20,20,nouveau_client,234,4.48,intermediaire,points_gowin,73,20,20.0,1410.68,1390.68,1200.0,1
C00592,CH0237,CL0303,2025-02-27 22:17:00,jeu,22,0,0,Menontin,Agla,5.18,1524.0,1.1,portefeuille,annulee,22,58,inactif,217,4.84,intermediaire,aucune,0,0,0.0,0.0,0.0,800.0,0
C00593,CH0094,CL0157,2025-01-17 14:51:00,ven,14,0,0,Zopah,Agla,10.43,2810.0,1.1,carte,terminee,15,12,nouveau_client,444,4.68,performant,remise_bienvenue,0,0,618.2,3293.06,2674.8599999999997,1200.0,1
C00594,CH0026,CL0201,2025-02-01 08:38:00,sam,8,1,1,Gbodjè,Zopah,7.44,1886.0,1.2,portefeuille,terminee,12,53,inactif,268,4.73,intermediaire,aucune,0,0,0.0,2382.8,2382.8,800.0,1
C00595,CH0134,CL0338,2025-03-22 23:03:00,sam,23,1,0,Calavi Tokpa,Agla,1.81,475.0,1.1,cash,terminee,3,24,nouveau_client,227,4.72,intermediaire,remise_bienvenue,0,0,104.5,559.15,454.65,1200.0,0
C00596,CH0195,CL0236,2025-02-12 21:45:00,mer,21,0,0,Calavi Tokpa,Agla,4.97,1344.0,1.1,portefeuille,terminee,33,53,regulier,263,4.86,intermediaire,prime_objectif,0,0,300.0,1463.65,1163.65,2000.0,0
C00597,CH0168,CL0389,2025-03-02 07:55:00,dim,7,1,1,Cadjehoun,Calavi Kpota,2.09,558.0,1.5,portefeuille,terminee,22,57,inactif,256,4.76,intermediaire,prime_objectif,0,0,300.0,901.78,601.78,800.0,0
C00598,CH0109,CL0584,2025-01-16 18:12:00,jeu,18,0,1,Fidjrossè,Calavi Tokpa,2.42,633.0,1.2,carte,terminee,16,20,nouveau_client,236,4.54,intermediaire,points_gowin,37,8,8.0,772.03,764.03,1200.0,0
C00599,CH0233,CL0252,2025-01-18 13:20:00,sam,13,1,0,Akpakpa,Cadjehoun,2.97,781.0,1.1,carte,terminee,20,0,nouveau_client,82,4.38,faible_activite,remise_bienvenue,0,0,171.82,849.9,678.0799999999999,1200.0,0
C00600,CH0168,CL0512,2025-01-04 22:16:00,sam,22,1,0,Calavi Tokpa,Fidjrossè,1.36,324.0,1.1,cash,terminee,20,57,inactif,235,4.76,intermediaire,aucune,0,0,0.0,339.15,339.15,800.0,0
C00601,CH0173,CL0564,2025-01-16 10:53:00,jeu,10,0,0,Haie Vive,Menontin,2.0,572.0,1.1,carte,terminee,51,4,regulier,273,3.77,intermediaire,remise_bienvenue,0,0,125.84,679.98,554.14,2000.0,0
C00602,CH0195,CL0671,2025-01-26 07:45:00,dim,7,1,1,Calavi Tokpa,Agla,9.5,2524.0,1.2,cash,terminee,24,52,inactif,144,4.88,faible_activite,points_gowin,151,35,35.0,3120.58,3085.58,800.0,1
C00603,CH0143,CL0702,2025-01-17 04:20:00,ven,4,0,0,Sainte-Rita,Calavi Kpota,2.41,566.0,1.1,carte,terminee,4,21,nouveau_client,117,4.71,faible_activite,aucune,0,0,0.0,682.56,682.56,1200.0,0
C00604,CH0216,CL0346,2025-01-09 05:35:00,jeu,5,0,0,Fidjrossè,Jéricho,6.56,1853.0,1.1,cash,terminee,18,6,nouveau_client,243,4.99,intermediaire,points_gowin,101,60,60.0,2154.9,2094.9,1200.0,1
C00605,CH0130,CL0264,2025-01-12 02:34:00,dim,2,1,0,Calavi Kpota,Calavi Kpota,4.3,1268.0,1.0,cash,terminee,32,12,regulier,124,4.16,faible_activite,points_gowin,63,13,13.0,1219.9,1206.9,2000.0,0
C00606,CH0042,CL0782,2025-02-11 17:16:00,mar,17,0,1,Calavi Kpota,Menontin,5.48,1622.0,1.3,carte,annulee,21,44,inactif,571,4.85,performant,remise_bienvenue,0,0,421.72,0.0,-421.72,800.0,0
C00607,CH0241,CL0501,2025-01-19 19:40:00,dim,19,1,1,Gbodjè,Jéricho,5.63,1423.0,1.5,cash,terminee,18,51,inactif,408,4.7,performant,aucune,0,0,0.0,2216.1,2216.1,800.0,1
C00608,CH0010,CL0741,2025-02-03 00:49:00,lun,0,0,0,Menontin,Cadjehoun,1.94,456.0,1.0,carte,terminee,34,22,regulier,241,4.32,intermediaire,aucune,0,0,0.0,434.37,434.37,2000.0,0
C00609,CH0277,CL0658,2025-02-15 13:22:00,sam,13,1,0,Akpakpa,Zopah,6.54,1726.0,1.0,portefeuille,terminee,15,20,nouveau_client,229,4.46,intermediaire,points_gowin,86,55,55.0,1784.11,1729.11,1200.0,1
C00610,CH0027,CL0758,2025-03-04 09:15:00,mar,9,0,1,Haie Vive,Zopah,1.56,364.0,1.2,portefeuille,terminee,23,5,nouveau_client,260,4.44,intermediaire,remise_bienvenue,0,0,87.36,437.91,350.55,1200.0,0
C00611,CH0180,CL0503,2025-01-04 18:54:00,sam,18,1,1,Sainte-Rita,Calavi Tokpa,2.34,690.0,1.5,carte,annulee,31,19,regulier,255,4.39,intermediaire,points_gowin,51,23,23.0,0.0,-23.0,2000.0,0
C00612,CH0115,CL0472,2025-03-14 04:43:00,ven,4,0,0,Gbodjè,Agla,5.57,1330.0,1.0,portefeuille,annulee,23,11,nouveau_client,218,4.1,intermediaire,aucune,0,0,0.0,0.0,0.0,1200.0,0
C00613,CH0036,CL0173,2025-02-26 18:15:00,mer,18,0,1,Calavi Kpota,Menontin,1.85,451.0,1.3,portefeuille,terminee,2,39,inactif,447,4.85,performant,points_gowin,29,16,16.0,613.56,597.56,800.0,0
C00614,CH0021,CL0751,2025-01-08 14:35:00,mer,14,0,0,Haie Vive,Gbodjè,0.9,230.0,1.0,carte,terminee,17,8,nouveau_client,241,4.22,intermediaire,points_gowin,11,6,6.0,237.18,231.18,1200.0,0
C00615,CH0016,CL0361,2025-03-20 20:55:00,jeu,20,0,0,Fidjrossè,Haie Vive,4.82,1223.0,1.1,carte,terminee,24,49,inactif,273,4.19,intermediaire,aucune,0,0,0.0,1330.77,1330.77,800.0,1
C00616,CH0127,CL0174,2025-03-25 03:05:00,mar,3,0,0,Haie Vive,Haie Vive,1.21,344.0,1.0,carte,terminee,33,27,regulier,257,4.86,intermediaire,points_gowin,17,6,6.0,335.18,329.18,2000.0,0
C00617,CH0103,CL0144,2025-01-06 17:55:00,lun,17,0,1,Haie Vive,Gbodjè,5.91,1532.0,1.5,portefeuille,terminee,43,10,regulier,265,4.08,intermediaire,aucune,0,0,0.0,2322.6,2322.6,2000.0,1
C00618,CH0011,CL0738,2025-01-26 04:03:00,dim,4,1,0,Jéricho,Cadjehoun,3.11,740.0,1.1,cash,terminee,25,51,inactif,76,4.41,faible_activite,aucune,0,0,0.0,893.79,893.79,800.0,1
C00619,CH0079,CL0560,2025-03-14 19:23:00,ven,19,0,1,Zopah,Zopah,4.78,1171.0,1.2,carte,terminee,1,31,inactif,234,4.2,intermediaire,points_gowin,70,2,2.0,1426.78,1424.78,800.0,1
C00620,CH0123,CL0501,2025-03-09 14:14:00,dim,14,1,0,Calavi Kpota,Calavi Kpota,4.72,1242.0,1.0,carte,terminee,36,10,regulier,222,4.99,intermediaire,points_gowin,62,42,42.0,1319.4,1277.4,2000.0,0
C00621,CH0065,CL0189,2025-01-17 20:33:00,ven,20,0,0,Zopah,Menontin,6.19,1461.0,1.0,portefeuille,terminee,18,23,nouveau_client,242,4.84,intermediaire,remise_bienvenue,0,0,292.2,1400.44,1108.24,1200.0,0
C00622,CH0243,CL0556,2025-01-20 02:11:00,lun,2,0,0,Fidjrossè,Fidjrossè,5.68,1539.0,1.0,cash,terminee,22,55,inactif,253,4.25,intermediaire,aucune,0,0,0.0,1549.51,1549.51,800.0,1
C00623,CH0059,CL0658,2025-02-03 14:13:00,lun,14,0,0,Sainte-Rita,Cadjehoun,1.84,492.0,1.0,cash,terminee,22,14,nouveau_client,253,4.2,intermediaire,points_gowin,24,14,14.0,510.23,496.23,1200.0,0
C00624,CH0289,CL0061,2025-02-13 20:34:00,jeu,20,0,0,Zopah,Agla,3.24,903.0,1.1,cash,terminee,48,40,regulier,417,4.73,performant,aucune,0,0,0.0,1055.56,1055.56,2000.0,0
C00625,CH0112,CL0537,2025-02-25 21:25:00,mar,21,0,0,Agla,Gbodjè,4.77,1409.0,1.1,carte,terminee,23,34,inactif,240,4.63,intermediaire,aucune,0,0,0.0,1595.25,1595.25,800.0,1
C00626,CH0239,CL0035,2025-02-03 10:51:00,lun,10,0,0,Gbodjè,Haie Vive,9.06,2658.0,1.0,portefeuille,terminee,22,16,nouveau_client,205,4.39,intermediaire,points_gowin,132,79,79.0,2730.55,2651.55,1200.0,1
C00627,CH0132,CL0077,2025-02-11 21:04:00,mar,21,0,0,Akpakpa,Fidjrossè,5.71,1690.0,1.0,portefeuille,terminee,19,24,nouveau_client,236,4.37,intermediaire,remise_bienvenue,0,0,338.0,1799.15,1461.15,1200.0,1
C00628,CH0189,CL0685,2025-03-09 12:32:00,dim,12,1,0,Fidjrossè,Jéricho,8.58,2088.0,1.0,portefeuille,terminee,23,48,inactif,240,4.43,intermediaire,aucune,0,0,0.0,2081.72,2081.72,800.0,1
C00629,CH0086,CL0050,2025-01-04 13:14:00,sam,13,1,0,Menontin,Jéricho,4.94,1160.0,1.0,portefeuille,terminee,17,34,inactif,532,4.77,performant,aucune,0,0,0.0,1117.77,1117.77,800.0,1
C00630,CH0059,CL0783,2025-01-23 23:15:00,jeu,23,0,0,Cadjehoun,Cadjehoun,7.52,1862.0,1.0,portefeuille,annulee,1,18,nouveau_client,235,4.97,intermediaire,remise_bienvenue,0,0,372.4,0.0,-372.4,1200.0,0
